daily,time,st10,mp10,st20,mp20,st30,mp30,st60,mp60,st100,mp100,st150,mp150,eh10a,eh10b,eh10c,eh20a,eh20b,eh20c,eh30a,eh30b,eh30c,eh60a,eh60b,eh60c,eh100a,eh100b,eh100c,eh150a,eh150b,eh150c,wd,ws,at,rh,ap,pp,sr,wt,ec,bat,lt,wt_2,year,month,day,hour
2010-04-16,372.5,8.260416666666666,1.6048333333333333,8.096666666666668,0,7.742083333333333,0,7.224166666666667,0,6.75578947368421,0,6.498421052631579,0,584.2508333333333,657.7625,656.14875,656.3841666666667,666.5845833333334,688.7633333333333,652.8720833333333,655.1954166666667,609.0595833333333,-103.05125,-61.40416666666666,52.32958333333333,110.94833333333334,255.70041666666668,-14.913749999999999,-47.10416666666667,-127.72916666666667,-176.89875,328.7916666666667,3.5,7.525,72.8375,1021.85,28.85,171.32658583333333,153.98270833333333,0.567213125,12.901391304347825,10.45695652173913,-46.017291666666665,2010,4,16,11.5
2010-04-17,396.5,8.082083333333333,1.7430416666666666,7.965833333333333,0,7.7212499999999995,0,7.295416666666666,0,6.794583333333334,0,6.54125,0,594.11875,658.9808333333333,657.07375,657.2083333333334,668.1483333333333,690.7870833333333,657.0783333333334,656.23,625.9399999999999,-111.90208333333334,-76.22874999999999,48.37833333333334,110.46875,256.46458333333334,-17.826249999999998,-32.837500000000006,-127.955,-175.98125000000002,274.2083333333333,3.575,7.054166666666666,82.925,1020.5125,28.85,168.22463378333333,152.38841666666667,0.5672084166666667,12.839714285714285,8.835714285714285,-47.611583333333336,2010,4,17,11.5
2010-04-18,420.5,8.65,1.8183333333333334,8.172083333333333,0,7.784583333333333,0,7.327083333333333,0,6.852916666666666,0,6.5975,0,592.2775,659.00875,655.8666666666667,657.5120833333333,668.5195833333333,691.83125,659.6408333333334,657.0704166666667,635.8004166666667,-118.53125,-94.88416666666666,44.000416666666666,110.23833333333333,257.23583333333335,-20.35,-58.17166666666667,-127.34333333333333,-174.49333333333334,274.625,2.5625,8.308333333333334,81.0875,1014.8791666666667,28.85,196.10528884583334,150.92729166666666,0.5663015416666667,12.951375,10.637500000000001,-49.07270833333333,2010,4,18,11.5
2010-04-19,444.5,7.995833333333334,1.894375,8.2225,0,7.939583333333333,0,7.422083333333333,0,6.90625,0,6.64875,0,598.2829166666667,660.1254166666666,657.9429166666666,658.2491666666667,669.0133333333333,692.6266666666667,661.7954166666666,658.2766666666666,642.9704166666667,-123.16416666666667,-103.47541666666667,39.155,110.72875,258.30916666666667,-23.06375,-64.7225,-128.21541666666667,-171.59125,204.58333333333334,2.0708333333333333,4.904166666666667,72.175,1017.4791666666666,28.85,149.79549962083334,149.279875,0.5663380833333334,13.0655,7.405,-50.720125,2010,4,19,11.5
2010-04-20,468.5,7.108333333333333,1.9481666666666666,7.573333333333333,0,7.587083333333333,0,7.42625,0,6.965416666666667,0,6.698333333333333,0,594.3045833333333,661.7929166666667,661.3058333333333,659.6645833333333,671.0808333333333,694.9675,664.0141666666667,659.7691666666667,649.3725,-127.16125,-113.38458333333332,33.71625,112.14708333333333,258.20916666666665,-26.323333333333334,-68.9425,-129.20583333333332,-170.26666666666665,213.20833333333334,4.125,5.2375,84,1012.3458333333333,29.539583333333333,117.63807525416667,148.10229166666667,0.56540575,12.829714285714285,5.82,-51.897708333333334,2010,4,20,11.5
2010-04-21,492.5,7.278333333333333,1.937875,7.41625,0,7.320416666666667,0,7.3025,0,6.997083333333333,0,6.7525,0,585.17875,661.96875,661.1654166666667,659.2295833333334,671.55,697.1091666666666,665.49875,660.6754166666667,653.5912500000001,-130.49,-114.48291666666667,29.241666666666667,109.55416666666666,257.5775,-29.453750000000003,-71.49291666666667,-128.02625,-169.33791666666667,307.125,5.320833333333334,5.554166666666666,77.21666666666667,1012.4833333333333,31.9775,161.53780553333334,147.46070833333334,0.5644084583333333,12.934166666666666,7.695,-52.539291666666664,2010,4,21,11.5
2010-04-22,516.5,7.33125,1.9361666666666666,7.3654166666666665,0.004166666666666667,7.1875,0,7.212083333333333,0,6.985833333333334,0,6.7837499999999995,0,588.8149999999999,662.37125,661.68875,659.6975,672.3758333333333,698.735,666.45125,661.6020833333333,657.06375,-133.11541666666668,-107.72708333333333,25.135416666666668,108.5625,258.33875,-30.70958333333333,-70.72416666666666,-128.25666666666666,-167.0675,298.5,3.3541666666666665,5.825,75.57083333333334,1016.4083333333333,33.025,140.83593930833334,146.22616666666667,0.5644126666666667,13.054875000000001,8.4375,-53.773833333333336,2010,4,22,11.5
2010-04-23,540.5,7.6154166666666665,1.9622916666666668,7.445833333333333,0.050625,7.19875,0.0010416666666666667,7.16875,0,6.975,0,6.820833333333333,0,595.8029166666666,662.7275,661.3620833333333,660.0183333333333,673.0166666666667,699.2016666666666,667.5387499999999,662.3758333333333,659.0258333333334,-136.14875,-109.91208333333333,22.09583333333333,108.80583333333334,258.60291666666666,-31.294583333333332,-97.1375,-125.24249999999999,-164.22125,282.625,2.5208333333333335,6.404166666666667,79.15,1017.0958333333333,33.04,196.6073855625,144.74379166666665,0.56396625,12.916285714285715,9.125714285714285,-55.25620833333333,2010,4,23,11.5
2010-04-24,564.5,8.808333333333334,2.052625,8.040416666666667,0.17379166666666668,7.554166666666667,0.038,7.19,0,6.96,0,6.834583333333334,0,591.4145833333333,661.4716666666667,658.0254166666666,659.3475,672.505,697.5533333333333,667.8416666666667,662.0845833333333,659.4866666666667,-139.71708333333333,-112.75791666666666,19.825,109.68666666666667,258.65166666666664,-31.544583333333335,-80.73833333333333,-124.27291666666667,-160.64124999999999,153.16666666666666,1.1,9.125,74.1,1022.8000000000001,33.04,188.60472528333332,142.89433333333332,0.5625320833333334,12.941285714285714,13.545714285714284,-57.105666666666664,2010,4,24,11.5
2010-04-25,588.5,9.768333333333333,2.159291666666667,8.78875,0.3990416666666667,8.236666666666666,0.12545833333333334,7.398333333333333,0,6.984583333333333,0,6.847083333333333,0,586.4558333333333,660.1725,656.0520833333334,657.9725,671.22125,694.2233333333334,667.77875,661.6604166666667,659.9241666666667,-142.8925,-118.22916666666667,18.147916666666664,111.36625,259.1379166666667,-31.982916666666664,-80.18833333333333,-121.14458333333334,-158.23833333333334,114.875,2.566666666666667,13.695833333333333,55.358333333333334,1023.7,33.04,210.86097952083333,140.99083333333334,0.561893125,12.90942857142857,16.268571428571427,-59.009166666666665,2010,4,25,11.5
