"","time","date","st10","mp10","st20","mp20","st30","mp30","st60","mp60","st100","mp100","st150","mp150","eh10a","eh10b","eh10c","eh20a","eh20b","eh20c","eh30a","eh30b","eh30c","eh60a","eh60b","eh60c","eh100a","eh100b","eh100c","eh150a","eh150b","eh150c","wd","ws","at","rh","ap","pp","sr","wt","ec","bat","lt","x44","pp_2","wt_2","oxy10","oxy20","oxy30","oxy60","oxy80","oxy100","oxy125","oxy150","bat_oxy"
"228",228,2010-04-10 11:00:00,8.32,0,7.83,0,7.69,0,6.96,0,6.34,0,6.08,0,306.6,449.67,445.67,445.7,451.31,472.69,23.31,431.6,72.33,-209.11,-207.72,-128.87,-83.81,48.76,-203.57,-284.82,-342.89,-388.33,323,1.8,9.9,71.2,1030.5,28.84,576.233,162.857,0.565014,NA,NA,NA,"0",-37.143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",229,2010-04-10 12:00:00,8.81,0,7.88,0,7.68,0,6.98,0,6.32,0,6.05,0,408.05,449.41,445,445.65,451.32,472.81,22.33,432.23,75.76,-210.11,-207.98,-128.98,-84.16,48.79,-203.72,-284.64,-343.09,-388.21,329,3.2,10.3,72.1,1030.4,28.84,576.239,162.772,0.564599,NA,NA,NA,"0",-37.228,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",230,2010-04-10 13:00:00,9.21,0,8.02,0,7.66,0,6.98,0,6.33,0,6.06,0,422.78,449.17,444.18,445.62,451.45,472.85,21.86,432.81,79.54,-210.98,-208.47,-129.08,-84.55,48.57,-203.77,-284.12,-343.18,-388.23,317,2.4,10.9,70.3,1030.2,28.84,576.248,162.651,0.564638,NA,NA,NA,"0",-37.349,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",231,2010-04-10 14:00:00,9.49,0,8.08,0,7.69,0,6.98,0,6.33,0,6.07,0,428.19,448.63,443.23,445.31,451.22,472.56,21.21,433.1,83.35,-212.26,-208.98,-129.38,-84.86,48.48,-203.94,-282.91,-343.24,-388.28,340,1.5,11.8,67.3,1029.9,28.84,576.252,162.582,0.564828,12.902,20.03,NA,"0",-37.418,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",232,2010-04-10 15:00:00,9.69,0,8.18,0,7.72,0,7.03,0,6.34,0,6.04,0,431.12,448.05,442.25,444.81,450.73,471.99,20.04,433.11,86.94,-213.56,-209.77,-129.93,-85.41,48.88,-204.35,-283.77,-343.6,-388.48,346,4.3,12.4,69.3,1029.7,28.84,548.365,162.555,0.564847,NA,NA,NA,"0",-37.445,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",233,2010-04-10 16:00:00,9.85,0,8.34,0,7.74,0,6.99,0,6.32,0,6.06,0,433.06,447.39,441.5,444.28,450.29,471.4,18.85,433.12,90.66,-214.39,-210.81,-130.48,-85.98,48.06,-204.8,-284.27,-344.01,-388.84,344,3.4,12.4,71.7,1029.3,28.84,504.773,162.41,0.564422,NA,NA,NA,"0",-37.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",234,2010-04-10 17:00:00,9.9,0,8.45,0,7.81,0,6.96,0,6.32,0,6.1,0,435,447.3,441.41,444.31,450.41,471.29,18.47,433.64,94.82,-215.15,-213.73,-130.46,-85.91,47.98,-204.56,-283.59,-343.22,-388.7,39,1.7,13,43.5,1029.3,28.84,296.16,162.329,0.564754,NA,NA,NA,"0",-37.671,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",235,2010-04-10 18:00:00,9.79,0,8.55,0,7.83,0,6.99,0,6.37,0,6.07,0,436.78,447.42,441.66,444.36,450.53,471.2,18.15,434.01,98.82,-216.05,-212.37,-130.41,-86.2,47.91,-204.82,-283.32,-341.46,-388.6,56,4.2,11.2,48.9,1029.4,28.84,148.321,162.356,0.564798,NA,NA,NA,"0",-37.644,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",236,2010-04-10 19:00:00,9.57,0,8.69,0,7.9,0,6.99,0,6.34,0,6.07,0,438.31,447.51,441.97,444.37,450.65,471.14,18.07,434.38,102.65,-217.57,-212.28,-130.46,-86.08,48.14,-205,-282.97,-339.84,-388.32,67,4.5,9.2,56,1029.6,28.84,14.6114,162.243,0.56512,NA,NA,NA,"0",-37.757,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",237,2010-04-10 20:00:00,9.34,0,8.64,0,7.95,0,7.04,0,6.37,0,6.09,0,431.71,447.9,442.68,444.5,450.87,471.25,17.62,434.71,106.09,-218.11,-216.96,-130.51,-86.07,48.28,-205.05,-282.61,-340.8,-388.3,33,2.1,8.2,61.2,1030,28.84,0.0436793,162.178,0.566515,12.672,9.36,NA,"0",-37.822,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",238,2010-04-10 21:00:00,9.03,0,8.69,0,7.96,0,6.99,0,6.37,0,6.14,0,416.55,448.09,443.31,444.54,451.11,471.41,17.68,434.91,109.34,-219.08,-219.76,-130.95,-86.25,48.47,-205.01,-282.19,-341.32,-388.21,52,2,6.5,74.1,1030.5,28.84,0.0155212,162.134,0.56618,NA,NA,NA,"0",-37.866,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",239,2010-04-10 22:00:00,8.77,0,8.63,0,8.04,0,7.04,0,6.37,0,6.07,0,412.77,448.46,444.06,444.7,451.53,471.62,17.33,435.35,112.56,-219.69,-220.4,-131.1,-86.49,48.48,-204.97,-282.13,-341.71,-388.24,32,1.5,5.7,76.9,1030.4,28.84,0.0298725,162.096,0.566668,NA,NA,NA,"0",-37.904,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",240,2010-04-10 23:00:00,8.52,0,8.61,0,8.05,0,7.03,0,6.36,0,6.1,0,411.25,448.78,444.58,444.8,451.92,471.82,16.8,435.76,115.8,-220.58,-217.27,-131.04,-86.74,48.54,-204.98,-281.9,-342,-388.23,31,1.9,5.1,81.2,1030.3,28.84,0.0229363,162.056,0.566745,NA,NA,NA,"0",-37.944,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",241,2010-04-11 00:00:00,8.3,0,8.54,0,8.08,0,7.03,0,6.4,0,6.15,0,406.02,449.06,445.2,444.92,452.27,472.04,16.73,436.16,119.06,-221.32,-216.04,-131.18,-86.86,48.3,-205.05,-281.72,-342.13,-388.36,15,1.7,5.2,82.6,1030.4,28.84,0.027606,161.984,0.566711,NA,NA,NA,"0",-38.016,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",242,2010-04-11 01:00:00,8.13,0,8.51,0,8.08,0,7.04,0,6.39,0,6.11,0,404.3,449.34,445.74,445.09,452.57,472.27,16.67,436.44,122.21,-221.85,-215.38,-133.17,-86.3,48.3,-205.21,-281.19,-342.18,-388.38,4,1.3,4.7,87.8,1030.4,28.84,0.0253392,161.927,0.566867,12.545,4.64,NA,"0",-38.073,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",243,2010-04-11 02:00:00,7.99,0,8.38,0,8.07,0,7,0,6.35,0,6.11,0,403.59,449.52,446.1,445.21,452.86,472.45,16.38,436.78,125.59,-222.54,-215.08,-132.61,-86.55,48.38,-205.42,-280.94,-341.26,-388.33,348,1.3,6.2,82.5,1029.9,28.84,0.025958,161.881,0.566636,12.519,5.63,NA,"0",-38.119,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",244,2010-04-11 03:00:00,7.89,0,8.3,0,8.06,0,7.04,0,6.4,0,6.16,0,403.09,449.71,446.55,445.35,453.13,472.67,15.79,437.02,130.02,-223.14,-215.15,-132.25,-86.92,48.31,-205.52,-280.02,-340.79,-388.33,356,1,6.6,81.3,1029.8,28.84,0.0311098,161.815,0.566765,NA,NA,NA,"0",-38.185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",245,2010-04-11 04:00:00,7.87,0,8.31,0,8.02,0,7.02,0,6.41,0,6.17,0,394.01,449.82,446.8,445.48,453.35,472.87,15.27,437.31,135.12,-223.94,-215.35,-132.19,-87.05,48.31,-205.56,-280.03,-341.01,-388.43,339,1,6.5,82.2,1029.8,28.84,0.0211522,161.775,0.566636,NA,NA,NA,"0",-38.225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",246,2010-04-11 05:00:00,7.82,0,8.17,0,8.05,0,7.06,0,6.38,0,6.11,0,392.4,449.82,446.95,445.58,453.57,473.14,14.45,437.66,139.81,-224.65,-215.57,-132.24,-87.35,48.3,-205.76,-280.68,-341.48,-388.34,27,2,6.3,82.9,1029.8,28.84,0.0462869,161.733,0.566871,NA,NA,NA,"0",-38.267,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",247,2010-04-11 06:00:00,7.72,0,8.12,0,8,0,7.08,0,6.43,0,6.15,0,392.93,450.1,447.27,445.79,453.78,473.37,13.39,438.01,144.26,-225.9,-216.48,-132.3,-87.52,48.07,-205.71,-280.93,-341.37,-388.45,83,0.6,5.5,85.7,1030,28.84,5.19846,161.697,0.566715,NA,NA,NA,"0",-38.303,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",248,2010-04-11 07:00:00,7.64,0,8.07,0,7.93,0,7.09,0,6.41,0,6.11,0,408.21,450.06,447.38,445.87,453.94,473.63,12.39,438.33,148.38,-227.22,-216.61,-132.41,-88.04,48.03,-205.99,-280.78,-341.33,-388.57,31,3.3,5.7,81.1,1029.8,28.84,19.5457,161.663,0.567296,NA,NA,NA,"0",-38.337,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",249,2010-04-11 08:00:00,7.53,0,8.02,0,7.96,0,7.05,0,6.37,0,6.1,0,411.2,450.29,447.78,446.08,454.22,473.95,11.51,438.53,152.55,-229,-216.81,-132.55,-88.17,47.93,-206.04,-280.48,-341.56,-388.51,NA,NA,NA,NA,NA,NA,48.0365,161.579,0.566912,13.538,7.27,NA,"#WERT!",-38.421,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",250,2010-04-11 09:00:00,7.61,0,7.92,0,7.9,0,7.13,0,6.43,0,6.18,0,401.88,450.27,447.79,446.09,454.23,474.03,10.95,438.66,156.64,-228.76,-220.72,-132.76,-88.4,47.93,-206.19,-279.82,-341.56,-388.48,NA,NA,NA,NA,NA,NA,27.6292,161.523,0.56713,NA,NA,NA,"#WERT!",-38.477,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",251,2010-04-11 10:00:00,7.71,0,7.92,0,7.88,0,7.14,0,6.43,0,6.14,0,399.92,450.24,447.84,446.23,454.41,474.31,9.93,438.83,160.77,-229.63,-219.73,-132.93,-88.54,47.79,-206.27,-280.1,-340.75,-388.62,NA,NA,NA,NA,NA,NA,28.0742,161.496,0.567013,NA,NA,NA,"0",-38.504,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",252,2010-04-11 11:00:00,7.69,0,7.96,0,7.86,0,7.12,0,6.45,0,6.12,0,398.52,450.27,447.88,446.35,454.57,474.52,9.52,439.08,164.87,-231.01,-219.4,-133.1,-88.8,47.82,-206.59,-280.16,-339.87,-388.54,44,2.4,6.4,88.6,1029.8,28.85,21.932,161.495,0.567167,NA,NA,NA,"0",-38.505,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",253,2010-04-11 12:00:00,7.72,0,7.86,0,7.79,0,7.14,0,6.41,0,6.15,0,384.65,450.15,447.78,446.38,454.59,474.66,10.69,439.21,168.79,-232.77,-219.9,-133.32,-89.06,47.58,-206.92,-280.56,-339.02,-388.65,67,6.3,7.3,79.9,1029.7,28.85,27.2137,161.478,0.567715,NA,NA,NA,"0",-38.522,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",254,2010-04-11 13:00:00,7.72,0,7.89,0,7.8,0,7.12,0,6.45,0,6.18,0,383.71,450.13,447.84,446.48,454.74,474.88,145.55,439.41,172.87,-232.7,-219.61,-133.88,-89.17,47.77,-207,-279.61,-339.46,-388.55,NA,NA,NA,NA,NA,NA,94.6024,161.297,0.56742,NA,NA,NA,"#WERT!",-38.703,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",255,2010-04-11 14:00:00,7.83,0,7.85,0,7.78,0,7.1,0,6.47,0,6.17,0,383.43,450.14,447.92,446.6,454.89,475.1,206,439.59,176.97,-233.48,-219.83,-133.95,-89.53,47.56,-207.11,-279.32,-338.94,-388.72,NA,NA,NA,NA,NA,NA,58.6629,161.35,0.567249,12.95,9.93,NA,"#WERT!",-38.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",256,2010-04-11 15:00:00,7.93,0,7.79,0,7.74,0,7.15,0,6.43,0,6.18,0,383.22,449.9,447.7,446.53,454.84,475.15,241.17,439.75,181.07,-233.53,-220.22,-134.14,-89.75,47.45,-207.2,-278.92,-338.82,-388.73,NA,NA,NA,NA,NA,NA,51.3608,161.19,0.567193,NA,NA,NA,"#WERT!",-38.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",257,2010-04-11 16:00:00,7.98,0,7.76,0,7.76,0,7.14,0,6.49,0,6.16,0,383.15,449.87,447.63,446.56,454.95,475.34,263.94,440.02,185.32,-233.98,-220.35,-134.17,-89.89,47.4,-207.27,-278.9,-338.47,-388.67,NA,NA,NA,NA,NA,NA,88.1151,161.068,0.567134,NA,NA,NA,"#WERT!",-38.932,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",258,2010-04-11 17:00:00,8.04,0,7.76,0,7.71,0,7.15,0,6.46,0,6.16,0,382.79,449.89,447.64,446.61,455.09,475.37,279.85,440.12,189.37,-234.6,-220.8,-134.84,-89.94,47.5,-207.3,-278.74,-338.43,-388.68,NA,NA,NA,NA,NA,NA,56.1019,161.08,0.567145,NA,NA,NA,"#WERT!",-38.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",259,2010-04-11 18:00:00,8.09,0,7.82,0,7.73,0,7.13,0,6.45,0,6.19,0,383.52,449.84,447.69,446.67,455.44,475.37,291.75,440.37,193.45,-235.28,-221.09,-134.73,-90.06,47.47,-207.48,-278.35,-338.65,-388.66,NA,NA,NA,NA,NA,NA,44.8391,161.038,0.567311,NA,NA,NA,"#WERT!",-38.962,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",260,2010-04-11 19:00:00,8.04,0,7.81,0,7.71,0,7.14,0,6.49,0,6.17,0,384.4,449.77,447.76,446.66,455.39,475.41,301.2,440.72,197.54,-235.37,-221.37,-134.96,-89.87,47.54,-207.64,-277.79,-338.78,-388.48,NA,NA,NA,NA,NA,NA,8.39137,161.014,0.567302,NA,NA,NA,"#WERT!",-38.986,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",261,2010-04-11 20:00:00,7.97,0,7.83,0,7.73,0,7.14,0,6.47,0,6.16,0,385.72,449.91,448.01,446.72,455.6,475.56,308.96,441.13,201.51,-236.03,-221.8,-135.23,-90.13,47.53,-207.88,-277.31,-338.78,-388.6,NA,NA,NA,NA,NA,NA,0.0452578,160.969,0.566899,12.705,7.7,NA,"#WERT!",-39.031,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",262,2010-04-11 21:00:00,7.74,0,7.83,0,7.72,0,7.14,0,6.47,0,6.2,0,378.49,450.24,448.5,446.93,455.85,475.8,315.52,441.5,205.34,-236.74,-222.73,-135.1,-90.01,47.63,-207.64,-277.03,-338.32,-388.48,NA,NA,NA,NA,NA,NA,0.0192979,160.951,0.56711,NA,NA,NA,"#WERT!",-39.049,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",263,2010-04-11 22:00:00,7.57,0,7.77,0,7.7,0,7.1,0,6.47,0,6.21,0,374.18,450.39,448.87,446.9,456.02,475.96,321.08,441.81,209.09,-237.56,-222.7,-135.13,-90.36,47.48,-207.83,-278.44,-337.86,-388.48,NA,NA,NA,NA,NA,NA,0.030284,160.864,0.567256,NA,NA,NA,"#WERT!",-39.136,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",264,2010-04-11 23:00:00,7.39,0,7.74,0,7.68,0,7.12,0,6.48,0,6.23,0,370.8,450.59,449.25,447,456.24,476.21,326.25,442.06,212.82,-238.6,-222.95,-135.29,-90.3,47.59,-207.78,-279.11,-337.05,-388.47,NA,NA,NA,NA,NA,NA,0.0254077,160.852,0.567122,NA,NA,NA,"#WERT!",-39.148,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",265,2010-04-12 00:00:00,7.23,0,7.68,0,7.68,0,7.12,0,6.48,0,6.16,0,369.48,450.71,449.5,446.99,456.32,476.32,330.89,442.29,216.57,-239.84,-223.83,-135.51,-90.64,47.55,-208.03,-279.21,-337.04,-388.52,NA,NA,NA,NA,NA,NA,0.0144206,160.82,0.567305,NA,NA,NA,"#WERT!",-39.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",266,2010-04-12 01:00:00,7.05,0,7.62,0,7.62,0,7.13,0,6.49,0,6.18,0,370.24,451.06,449.92,447.23,456.5,476.58,335.32,442.48,220.16,-240.44,-223.83,-137.98,-90.73,47.53,-208.21,-276.71,-336.89,-388.52,NA,NA,NA,NA,NA,NA,0.012841,160.789,0.567622,12.541,3.19,NA,"#WERT!",-39.211,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",267,2010-04-12 02:00:00,6.9,0,7.61,0,7.66,0,7.17,0,6.51,0,6.2,0,366.1,451.22,450.24,447.38,456.75,476.92,339.5,442.6,223.8,-241.37,-224,-136.91,-90.64,47.56,-208.27,-278.79,-333.9,-388.49,NA,NA,NA,NA,NA,NA,0.023484,160.747,0.567544,12.523,3.1,NA,"#WERT!",-39.253,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",268,2010-04-12 03:00:00,6.74,0,7.52,0,7.62,0,7.11,0,6.49,0,6.19,0,365.25,451.43,450.6,447.49,456.92,477.16,343.42,442.75,227.54,-241.75,-224.47,-136.65,-90.97,47.56,-208.69,-279.34,-334.09,-388.54,NA,NA,NA,NA,NA,NA,0.02266,160.723,0.567502,NA,NA,NA,"#WERT!",-39.277,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",269,2010-04-12 04:00:00,6.61,0,7.54,0,7.62,0,7.14,0,6.51,0,6.2,0,364.99,451.54,450.91,447.62,457.06,477.33,347.15,442.96,231.08,-242.1,-224.73,-140.82,-90.53,47.65,-208.85,-279.44,-334.13,-388.42,NA,NA,NA,NA,NA,NA,0.0197072,160.684,0.567698,NA,NA,NA,"#WERT!",-39.316,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",270,2010-04-12 05:00:00,6.48,0,7.41,0,7.55,0,7.11,0,6.5,0,6.21,0,363.33,451.8,451.24,447.77,457.29,477.65,350.66,443.07,234.46,-244.6,-225.02,-138.19,-90.61,47.61,-208.9,-278.93,-334.55,-388.49,NA,NA,NA,NA,NA,NA,0.0630361,160.668,0.567765,NA,NA,NA,"#WERT!",-39.332,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",271,2010-04-12 06:00:00,6.33,0,7.27,0,7.53,0,7.14,0,6.54,0,6.21,0,362.78,452.04,451.54,447.88,457.46,477.91,354.04,443.22,237.94,-243.86,-225.36,-137.95,-91.01,47.63,-209.26,-278.84,-334.96,-388.45,NA,NA,NA,NA,NA,NA,13.9254,160.589,0.567959,NA,NA,NA,"#WERT!",-39.411,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",272,2010-04-12 07:00:00,6.23,0,7.18,0,7.47,0,7.1,0,6.5,0,6.22,0,361.7,452.19,451.78,447.59,457.6,478.15,357.28,443.27,241.32,-244.22,-225.91,-137.76,-91.4,47.43,-209.72,-279.1,-335.26,-388.61,NA,NA,NA,NA,NA,NA,82.7006,160.512,0.568084,13.754,3.86,NA,"#WERT!",-39.488,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",273,2010-04-12 08:00:00,6.24,0,7.15,0,7.45,0,7.1,0,6.5,0,6.24,0,361.34,452.19,451.84,447.79,457.63,478.27,360.31,443.23,244.69,-244.65,-226.28,-137.78,-91.61,47.59,-209.81,-279.11,-335.66,-388.57,NA,NA,NA,NA,NA,NA,109.995,160.424,0.567266,13.627,7.71,NA,"#WERT!",-39.576,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",274,2010-04-12 09:00:00,6.34,0,7.08,0,7.39,0,7.12,0,6.54,0,6.23,0,361.75,451.95,452.13,448.23,458.02,478.78,363.61,443.59,248.42,-244.73,-226.16,-137.45,-91.74,47.81,-209.62,-278.39,-335.47,-388.33,NA,NA,NA,NA,NA,NA,181.095,160.323,0.567801,NA,NA,NA,"#WERT!",-39.677,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",275,2010-04-12 10:00:00,6.69,0,7.1,0,7.35,0,7.08,0,6.51,0,6.22,0,363.38,451.7,452.04,448.49,458.25,479.07,366.71,443.78,251.93,-245.38,-226.29,-137.21,-91.82,48.71,-209.62,-277.56,-335.63,-388.1,NA,NA,NA,NA,NA,NA,51.1184,160.238,0.566538,NA,NA,NA,"#WERT!",-39.762,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",276,2010-04-12 11:00:00,7.21,0,7.07,0,7.35,0,7.12,0,6.5,0,6.24,0,359.41,451.4,451.67,448.58,458.28,479.19,369.6,443.76,255.17,-246.17,-226.87,-137.51,-91.77,48.1,-210.19,-276.93,-335.52,-387.96,NA,NA,NA,NA,NA,NA,425.244,160.16,0.566148,NA,NA,NA,"#WERT!",-39.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",277,2010-04-12 12:00:00,7.72,0,7.12,0,7.29,0,7.09,0,6.58,0,6.23,0,360.52,451.08,450.75,448.63,458.33,479.24,372.48,443.93,258.52,-246.57,-227.2,-137.27,-91.96,48.2,-209.9,-276.74,-335.86,-387.69,NA,NA,NA,NA,NA,NA,576.257,160.103,0.566028,NA,NA,NA,"#WERT!",-39.897,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",278,2010-04-12 13:00:00,8.19,0,7.2,0,7.29,0,7.08,0,6.53,0,6.27,0,364.74,450.34,449.27,448.23,457.8,478.83,374.9,443.69,261.3,-247.24,-227.67,-137.65,-92.41,47.88,-210.1,-276.44,-336.23,-388.05,NA,NA,NA,NA,NA,NA,576.251,159.921,0.565614,NA,NA,NA,"#WERT!",-40.079,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",279,2010-04-12 14:00:00,8.57,0,7.31,0,7.25,0,7.12,0,6.55,0,6.27,0,369.78,449.94,448.22,448.12,457.69,478.73,377.59,443.77,264.26,-247.96,-227.89,-137.71,-92.76,47.79,-210.29,-274.19,-336.33,-388.06,NA,NA,NA,NA,NA,NA,576.238,159.86,0.565845,12.895,20.05,NA,"#WERT!",-40.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",280,2010-04-12 15:00:00,8.84,0,7.46,0,7.32,0,7.07,0,6.55,0,6.26,0,376.83,449.27,447.11,447.7,457.21,478.23,379.86,443.58,266.72,-248.97,-228.45,-138.36,-93.1,47.49,-210.65,-274.72,-336.73,-388.3,NA,NA,NA,NA,NA,NA,517.854,159.768,0.565664,NA,NA,NA,"#WERT!",-40.232,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",281,2010-04-12 16:00:00,9.01,0,7.59,0,7.28,0,7.08,0,6.53,0,6.25,0,379.01,448.82,446.38,447.35,456.8,477.72,382.16,443.55,269.16,-250.43,-228.85,-138.55,-93.32,47.35,-210.81,-274.22,-336.86,-388.28,NA,NA,NA,NA,NA,NA,410.137,159.722,0.565755,NA,NA,NA,"#WERT!",-40.278,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",282,2010-04-12 17:00:00,9.04,0,7.74,0,7.33,0,7.07,0,6.53,0,6.26,0,380.61,448.71,446.19,447.34,456.77,477.48,384.43,443.68,271.68,-250.93,-229.11,-138.54,-93.46,47.25,-210.92,-274.96,-336.95,-388.27,NA,NA,NA,NA,NA,NA,242.045,159.681,0.565705,NA,NA,NA,"#WERT!",-40.319,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",283,2010-04-12 18:00:00,8.98,0,7.83,0,7.39,0,7.07,0,6.53,0,6.23,0,382.71,448.65,446.11,447.25,456.77,477.27,386.66,443.86,274.09,-251.53,-229.49,-138.57,-93.45,47.43,-210.94,-275.78,-336.83,-388.09,NA,NA,NA,NA,NA,NA,68.3828,159.602,0.565944,NA,NA,NA,"#WERT!",-40.398,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",284,2010-04-12 19:00:00,8.87,0,7.94,0,7.43,0,7.1,0,6.56,0,6.27,0,385.44,448.82,446.47,447.34,456.84,477.29,388.8,444.08,276.55,-253.62,-230.03,-138.53,-93.61,47.47,-211.33,-276.71,-336.75,-388.1,NA,NA,NA,NA,NA,NA,9.98499,159.538,0.56692,NA,NA,NA,"#WERT!",-40.462,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",285,2010-04-12 20:00:00,8.69,0,7.95,0,7.54,0,7.06,0,6.55,0,6.29,0,385.96,448.98,446.77,447.33,456.8,477.17,390.84,444.27,279.04,-254.3,-230.38,-138.59,-93.46,47.59,-211.29,-276.92,-336.1,-387.86,NA,NA,NA,NA,NA,NA,0.0317987,159.492,0.566899,12.727,8.98,NA,"#WERT!",-40.508,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",286,2010-04-12 21:00:00,8.47,0,8.03,0,7.61,0,7.08,0,6.59,0,6.28,0,382.07,449.05,447.22,447.33,456.88,477.18,392.64,444.43,281.45,-255.01,-230.65,-138.72,-93.39,47.61,-211.17,-276.68,-336.4,-387.95,NA,NA,NA,NA,NA,NA,0.0174436,159.468,0.56702,NA,NA,NA,"#WERT!",-40.532,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",287,2010-04-12 22:00:00,8.19,0,8,0,7.6,0,7.07,0,6.55,0,6.28,0,377.12,449.45,447.84,447.39,457.04,477.27,394.3,444.54,283.64,-255.4,-230.98,-138.82,-93.47,47.58,-211.28,-276.63,-336.46,-387.97,NA,NA,NA,NA,NA,NA,0.00954581,159.421,0.567249,NA,NA,NA,"#WERT!",-40.579,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",288,2010-04-12 23:00:00,8.04,0,8,0,7.63,0,7.03,0,6.53,0,6.28,0,372.55,449.59,448.23,447.39,457.1,477.25,395.74,444.59,285.85,-256.15,-231.4,-138.87,-93.68,47.42,-211.51,-276.96,-335.65,-387.99,NA,NA,NA,NA,NA,NA,0.0206016,159.369,0.567275,NA,NA,NA,"#WERT!",-40.631,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",289,2010-04-13 00:00:00,7.8,0,7.88,0,7.62,0,7.08,0,6.55,0,6.28,0,368.73,450,448.86,447.57,457.3,477.39,397.22,444.73,287.94,-256.53,-231.8,-138.96,-93.59,47.54,-211.49,-277.03,-335.6,-387.98,NA,NA,NA,NA,NA,NA,0.0189531,159.343,0.567385,NA,NA,NA,"#WERT!",-40.657,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",290,2010-04-13 01:00:00,7.61,0,7.91,0,7.66,0,7.02,0,6.56,0,6.26,0,364.96,450.26,449.32,447.68,457.45,477.5,399.42,444.83,290.04,-256.85,-232.16,-139.22,-93.6,47.55,-211.65,-277.07,-335.41,-387.97,NA,NA,NA,NA,NA,NA,0.0206002,159.295,0.567853,12.567,3.04,NA,"#WERT!",-40.705,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",291,2010-04-13 02:00:00,7.41,0,7.83,0,7.61,0,7.06,0,6.58,0,6.31,0,364.43,450.52,449.79,447.81,457.69,477.68,401.97,444.9,292.3,-257.43,-232.54,-139.38,-93.96,47.64,-211.96,-277.19,-335.18,-388.06,NA,NA,NA,NA,NA,NA,0.0265743,159.265,0.567899,12.534,2.8,NA,"0",-40.735,NA,NA,NA,NA,NA,NA,NA,NA,NA
